"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15","EOF16","EOF17","EOF18","EOF19"
"463.6",-0.174667578265842,0.128687275043061,0.0689621854909944,0.01908823964713,-0.0351319455583924,0.0363003717100875,-0.0171812171048756,0.0113674226664445,-0.11177889382849,0.00259446059331322,0.210279297509344,-0.1286070553844,-0.0195894729593869,-0.0833059405427801,-0.03500126809708,0.196710575000771,-0.00407427331615845,0.040176259609487,0.197202133113162
"468.2",-0.164441383267754,0.134977085379172,0.0985786148478161,0.0176909623919149,-0.057591079951238,0.0324746255710379,-0.0723567489397858,0.182412791787955,-0.0745885661830886,0.0780354998777171,0.279936397433594,-0.123067397876998,-0.059027928350507,0.0437782368500376,0.277215506663162,0.0172560452798747,-0.0101105056046739,-0.0736174305759793,0.207302049781023
"472.7",-0.152256326182512,0.133344503097895,0.121727705260703,7.03630801291382e-05,-0.0670160402574018,0.0531206198755577,-0.104400712709612,0.0691445120639038,-0.0861287548167342,-0.0626704579934207,0.199846915472173,-0.0513044263662479,-0.0136597868539937,0.064165136428142,-0.169036368488545,0.151589199206454,-0.0117099143690101,-0.0681128574554218,0.271784834287519
"477.6",-0.141895577034433,0.137105354893227,0.125481680250858,0.0181552771536395,-0.0858736959602137,-0.0362770686740326,-0.00670176820680134,0.0298476724785453,-0.0200340153230861,-0.0414058198759345,0.114333568589798,0.0543097743750988,0.0278100661850278,0.197130605057311,-0.20678028934146,0.0542825065194698,0.0259872903488084,-0.169125359702269,-0.0872363611751286
"482.5",-0.129789415495338,0.140918738485446,0.140802695870837,0.00848898257370438,-0.0523451300609803,0.00409508391116978,-0.0510261514175362,0.0746964465120435,-0.0133449306888147,-0.0551257774444982,0.00503257850954139,0.037393092753229,-0.0740156656231592,0.271482365791774,0.0431382404736669,-0.0751679861562124,0.108804926048796,-0.0210160819704706,-0.0653408326714697
"486.9",-0.117462454612202,0.137821456867983,0.140936501336771,0.0194932327944271,-0.0362587908086132,0.00976774752454865,-0.0263037875472031,0.053640712197868,-0.0235862086540771,-0.0414333670803261,-0.0145049575855538,0.134899105874179,-0.0310251218416253,0.22398314820403,-0.159597378219607,-0.0258437698541722,0.102041841115239,0.0729067770201829,0.0248427731894469
"491.3",-0.101304167482128,0.133254365946937,0.151052555480534,0.0321366203694898,-0.0264270299496107,-0.0137473498335835,0.0108929350339783,0.0253216461717759,-0.0259890244603624,0.0326083119358345,-0.0353942710464876,0.0978833597521122,0.0448817343782437,0.134926443240933,-0.0827192601409063,-0.0318010639263741,0.0616035598177426,0.0651816286558717,-0.0314719449033607
"495.4",-0.0812659453004273,0.125402281169572,0.160306415722441,0.0299010591885424,-0.0373792683027632,0.0387910196227064,-0.00240684812443212,0.0165200048637704,-0.0500398810699586,-0.0214435596516029,-0.146084873397666,0.145188966082729,-0.0438467252764841,0.0899161034345196,0.0537345555280315,-0.0850908971834995,0.0814416374002199,-0.0790803138737092,-0.182940794395566
"499.8",-0.0582916140493773,0.0898861820421266,0.155229295570834,-0.00101542592671546,-0.0244005377292739,-0.00738613634142653,-0.00232226481399309,-0.0395714412171699,0.00403216091509692,0.000600323352920302,-0.103462956033962,0.0822266364508675,-0.0614032645728107,-0.0966559860900044,-0.0669412486704046,-0.115130322265378,0.10602463507037,0.0277502321235611,0.0268621334655976
"504.3",-0.0350512782349745,0.0736491312706478,0.177482059296111,-0.0284306757327423,-0.00986209704621667,0.0219778482410906,-0.0056420535187561,0.0297075415186459,-0.0265608510788449,0.0107958482909455,-0.103915653069588,0.0402674157773033,-0.103696463404607,-0.184507323003603,0.0720126580527505,-0.0785263820479611,0.096922896330525,-0.0284055172021048,-0.140485945479021
"509.2",-0.0147527472192344,0.0379986249257586,0.162572815807043,-0.061218689456676,-0.0298243596087099,-0.0225897078895871,0.0107896388255377,-0.0289009042415343,0.0283942412051741,0.0308161530998107,-0.0780581754019448,0.0712244724274648,-0.0308487017961674,-0.171776531609982,-0.15377310363116,0.0137781761700565,0.15597368099995,-0.0129115728858419,-0.113869813598963
"513.9",0.00432505270512246,0.0158221505025396,0.177751773463816,-0.101986115484349,-0.0269660290152106,-0.0136095097828445,0.0725868745741438,0.0189131924441767,0.0172868107046126,0.000570425284244316,-0.0231818554954674,0.0096994840963076,-0.0233246491443336,-0.288216166383452,-0.207913112006425,0.0819247387240568,0.145585406535548,-0.0499201869256175,-0.0687300198174842
"518.7",0.0187201803348547,0.00362355743202613,0.178303607651363,-0.125281394483663,-0.00788369888901232,0.024306726858184,0.0212878754415452,0.0153118531544304,-0.00986792742999182,0.0579412474668666,-0.0359183333183157,-0.0107927382233453,-0.0928589107708837,-0.180270256624783,0.0731137207471045,-0.0421704888347194,0.146106849223374,-0.180664748947008,-0.0822681272519864
"523.0",0.033819146879392,-0.0169772495586735,0.176813633810907,-0.164153813888537,-0.019578382054484,0.00478188793340864,0.0122299295543212,-0.0107278140456997,-0.01054413595178,0.0502356311293428,0.0144116677487135,0.0293157129430565,-0.018275058416488,-0.154551164448044,-0.0640769389505078,0.0331390424460272,0.110228940859967,-0.0389495989728728,-0.0119373727676136
"527.7",0.0437642796988151,-0.015834607340842,0.17047251667366,-0.173684682927545,-0.020831136056124,-0.00425405022054279,-0.0157815723457548,-0.02632192219451,0.0384584600983843,0.0883853758528399,0.00641695878508143,-0.00612141378995475,0.00813155638450592,-0.142460926723696,0.070110836147212,-0.0209267149839506,-0.0862236519133785,-0.0438141940764598,-0.0648142597226901
"531.8",0.053872569936243,-0.029288648138561,0.16781965951365,-0.173215816987074,-0.0237236094579329,-0.00838818169764553,0.0469533078435984,-0.0317150414714714,0.0272514843846044,0.0440381958372397,-0.0452675888684119,0.00957761923513073,-0.00257105977301787,0.0216699317606304,0.0432038370899399,-0.0137691076141753,-0.00805893525042235,-0.0412026765777228,-0.103487495973922
