"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15","EOF16","EOF17"
"639.2",0.103466276941723,0.0126911137087503,-0.0708243341814796,0.0312292522902426,-0.0360589955363547,-0.0146884547482942,0.0113793715729559,0.0547978813141703,-0.0300821607118847,0.0579910261112323,0.0905164096055456,-0.0364011543653928,-0.0458228384496443,-0.0572369522326098,-0.0262794108538126,-0.0041268116170112,0.0810841680229703
"643.3",0.1030460603819,0.0113287484578392,-0.0776837548802533,0.0115973082914914,-0.0295170710347698,-0.020409162769423,-0.0122967642514926,0.0602510993419582,-0.0690507099417166,0.0474387423555446,0.104004286343334,-0.0910989766333425,-0.068438707946822,-0.0159003893677193,0.025637799782206,0.0204199322846547,0.0573723379778298
"647.6",0.100841115889404,0.0075183005581706,-0.0974224978851443,-0.0137502175716306,-0.0599549834399041,-0.0113205031558447,0.000126237608161761,0.0494047631390554,-0.061444043801548,0.0830121112492825,0.159688635357007,-0.0681836811171946,-0.10577345396617,-0.0101739870038707,0.00497846832144183,0.0591376955365377,0.0578273233964716
"651.7",0.0952739120667452,0.0078535415646656,-0.105581302092857,-0.040536839630686,-0.0766508953728537,0.0149997018823433,-0.00488536621065033,0.0362940353651706,-0.0304942171138634,0.0879595424734638,0.131927345586546,-0.0600820693314538,-0.0847372188943573,-0.0681284922988915,0.0342171069734858,0.0294996177507605,0.0989808931041198
"656.0",0.0858257975762711,0.012280322990307,-0.113732003953551,-0.102088520292252,-0.103268457700969,0.0333039610198003,-0.0215090408445954,0.0129907794102463,-0.0326740507742833,0.0603453714201647,0.128108996541443,-0.0631820959888689,-0.0708108968669924,-0.0535627898884747,-0.00448203862434835,0.0153263073826348,0.0744059052778479
"660.8",0.070737938233793,0.0214111427603343,-0.131902629434799,-0.178508375656808,-0.144864991849696,0.0384776372400411,-0.0179095224734254,0.0259576116757446,-0.0276326009522006,0.0504072340653791,0.0778257161986103,-0.0352106106144966,-0.0512144973227321,-0.0654808499286705,0.0564818270502889,0.0481244004173645,0.0935508649652366
"664.9",0.054917605098324,0.0335846447633053,-0.140737483066703,-0.244992721060292,-0.153814549953104,0.0813675859048139,-0.0257896464384686,0.0173939028520756,0.00882628865179049,-0.0201870651671935,0.0182717473727851,-0.0293172961771107,0.00969634365401485,-0.0384547657175725,0.022186491105467,0.00698476543901159,0.0737441252060198
"669.0",0.0425613979074193,0.0404843715813697,-0.146714822213842,-0.29370935666055,-0.18293336201334,0.0879166851705431,-0.0350899321818384,-0.0199482334123336,0.0235721154989847,-0.0212444623746912,-0.00909531060028597,0.0013623246715798,0.0571283131740539,-0.0443301692660888,0.0187247162885081,0.0315435223953583,-0.00669534193554885
"673.6",0.0361111202095309,0.0475190865309,-0.151393217375381,-0.29875131141298,-0.185755514746283,0.105164570833572,-0.0285335121053609,-0.00986693683874383,0.0358015958264166,-0.00627007569444827,-0.0876011454703086,0.0136262072078478,0.0536407624565197,0.0220913086089807,0.0252490533365657,0.0173901720734223,-0.0452700358328817
"677.6",0.0398812961856443,0.0558766187897955,-0.146656505812519,-0.225584065301829,-0.172084374399065,0.116191946366407,-0.0142182432460127,-0.0154338660092203,0.00408842096581073,-0.0409175482912046,-0.119199385214058,0.0230111616323944,0.0514751021331269,0.0421677978557607,-0.0088755589738779,0.0346870283813408,-0.0570854165084926
"681.5",0.0515283139989259,0.0565072612816941,-0.147487377666162,-0.131779277684026,-0.14986408582356,0.092127529406618,-0.0315249393843076,-0.059006144104883,0.0675766658293464,-0.0764315734556138,-0.1656877156763,0.0519203625894167,-0.00420987731252449,0.00833058233120834,-0.074914845084716,-0.0488614179964653,-0.160528894925805
"685.5",0.0684106012059093,0.0594862884355017,-0.142479815250313,-0.0281136945139764,-0.106254940771348,0.0681198492564921,-0.027626943529662,-0.0284679214328401,0.00300070886914179,-0.110425194462368,-0.146717367938326,0.0627566476765896,-0.0205516821404271,0.0478702727672128,-0.0516651975908913,-0.0398963592340442,-0.17488556486263
"689.5",0.0870983116460561,0.0596369514259263,-0.123896268375762,0.0752276127828307,-0.0613104712492882,0.0756939740216784,-0.0181849493837298,-0.0436036536078469,0.0200383986552361,-0.0930949593814646,-0.174835007598656,0.0813662763363215,-0.0776540827162614,0.135548405213128,-0.0755569461920915,-0.0385802022511494,-0.126952242243864
"693.3",0.102835764261754,0.0569627127076462,-0.122346642367742,0.161204671201791,-0.0232646452001412,0.0543126979012857,-0.0272596824387699,0.00715155612471364,0.0164024867605216,-0.0876104023095424,-0.125476305172783,0.0882361762542998,-0.156333448103374,0.100539603990514,-0.0961293726581277,-0.0762090092886824,-0.100359294770218
"697.1",0.114342990174482,0.058240790003809,-0.098786187377103,0.227230947685111,-0.00134796860433064,0.0446886111256374,-0.0699508300186626,0.00531810239492339,0.00961716671038004,-0.0377489110709035,-0.15003794930903,0.0863650478796464,-0.206068187645978,0.142035444630999,-0.0886649652890716,-0.0384588800182976,-0.124789358592387
"700.5",0.122075660364597,0.056035218263975,-0.0841506380191872,0.267069017481659,0.00263665664970718,0.0403282128639993,-0.0711557580424369,0.0491400253055337,0.0189281792482356,-0.101335043308869,-0.0927707074575408,0.0725311179250225,-0.196374696981921,0.118353521914539,-0.15034258810752,-0.0590912610519294,-0.0754182887912304
